EVENT_TYPE,comment,EVENT_ID
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,14541
NOT_WILLING_TO_PAY,REASSIGNED BY HARDIK KADAKIA,15406
CASH_PICK_UP,PIC-UP,15936
PROMISE_TO_PAY,PTP 25/11 BY ONLINE.,9493
PAID,CM HAS MADE THE PYMT OF RS 4849 BY ONLINE ON 4/10,1968
PROMISE_TO_PAY,CM SAID HE MAKE THE ONLINE PAYMENT,14639
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8391
PROMISE_TO_PAY,PROMISE TO PAY 3 NOV 2018,6226
NOT_CONTACTABLE,SWITCH OFF.,12258
RINGING,RNG,29920
PAID,CM HAS MADE THE PYMT OF RS 2207 THROUGH AGENCY ON 30/01,27571
PAID,CM HAS MADE THE PYMT OF RS 2589 THROUGH AGENCY ON 10/01,22135
PAID,CASH DEPOSITED,15672
NOT_CONTACTABLE,NC,4787
RINGING,CM MOB NO RINGING,21002
NOT_CONTACTABLE,MOBILE NO IS SWITCH OFF,4429
PROMISE_TO_PAY,PTP 7/2,28927
PAID,CM HAS MADE THE PYMT OF RS 2316 THROUGH AGENCY ON 28/01,26956
CASH_PICK_UP,ARRANGE EXECUTIVE AT CHEMBUR ON 11/01,22502
PAID,CASH DEPOSITED,15732
CASH_PICK_UP,CM TODAY REALISED 2 EMI,29452
RINGING,CM'S SEND TO RECEIPT FOR PENDING EMI.,28571
FOLLOW_UP,CALL ON AM REF NO XXX-XXX-XXXX HE SAID HE CONFIRM THE CUST PAYMENT STATUS,11194
PROMISE_TO_PAY,CM WILL DO PYMT BY  ONLINE ON 24/11,10496
PROMISE_TO_PAY,CM WILL PAY BY CHEQ DATED ON 19/01/2019 PENALTY WILL NOT PAID BY HIM,24418
RINGING,RINGING.,19969
NOT_CONTACTABLE,NC,29183
PROMISE_TO_PAY,PTP 2/1 BY ONLINE.,20063
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 19 NOV 2018,9338
RINGING,RNG,24002
RINGING,RNG,28849
NOT_CONTACTABLE,CM MOB NO IS NOT REACHABLE,22454
PAID,CM HAS MADE THE PYMT OF RS 2508 THROUGH AGENCY ON 26/10,5071
RINGING,CM MOB NO RINGING,26683
CASH_PICK_UP,"CM SAID SEND THE EXECUTIVE TOM OFFICE ADD AND COLLECT THE EMI /SHOP NO 2 NEAR BLDFG 3 , RAJENDRA NAGAR BORIVALI , BORIVLAI EAST, MAHARASHTRA, 400066",14580
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 24/11,10847
PAID,PAID,9097
RINGING,RNG,27000
RINGING,RNG,28116
RINGING,RNG,20091
PAID,PAID ON 29-11-18,11933
CASH_PICK_UP,ARRANGE EXECUTIVE AT OFFICE ADD ON 13/12,14614
RINGING,RNG,22959
PROMISE_TO_PAY,CM WILL DO PYMT ON 12/01,21945
PAID,CM GIVEN 1 EMI BY CASH,6545
NOT_CONTACTABLE,NC,16171
PROMISE_TO_PAY,WILL PAY ON 6TH,28505
RINGING,RNG.,5166
RINGING,RNG,6056
RINGING,RNG,20389
PROMISE_TO_PAY,TODAY PAYMENT,4097
NOT_CONTACTABLE,SWITCH OFF.,12427
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,21779
RINGING,RNG,22156
PAID,CM GIVEN 1 EMI BY CASH,23280
NOT_CONTACTABLE,NC,29258
PAID,CM GIVEN 1 EMI BY CASH,28903
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,14645
NOT_CONTACTABLE,NC,27093
RINGING,CM MOB NO RINGING,16583
RINGING,RNG.,7046
PAID,CM HAS MADE THE PYMT OF RS 1968 THROUGH AGENCY ON 9/01,21698
RINGING,RNG,3574
NOT_CONTACTABLE,NC,10351
PAID,CHQ CLEAR,19768
PAID,CM GIVEN 1 EMI BY CASH,11790
NOT_CONTACTABLE,SWITCH OFF,16471
PROMISE_TO_PAY,PTP 30/12,16010
RINGING,RNG,16414
RINGING,RNG,23030
PAID,CM GIVEN 1 EMI BY CASH,20714
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,18884
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,21283
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,22492
CASH_PICK_UP,CM SAID TODAY MAKE EMI,28745
FOLLOW_UP,CALLED BACK.,5867
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,21282
PROMISE_TO_PAY,PTP 7/1,20514
RINGING,RNG.,5920
RINGING,RINGING.,25180
RINGING,RNG.,4803
PAID,CM GIVEN 1 EMI BY CASH,18570
NOT_CONTACTABLE,NC,11276
FOLLOW_UP,ASSIGNED TO AGENCY AG ENTERPRISES,14718
PAID,CM HAS MADE THE PYMT OF RS 2280 THROUGH AGENCY ON 24/10,4430
PAID,CM PAY BY ONLINE,29640
PAID,CM GIVEN 1 EMI BY CASH,18231
PAID,CM GIVEN 1 EMI,5590
PAID,CM GIVEN 1 EMI BY CASH,25579
PROMISE_TO_PAY,WILL PAY ON 14TH,15314
RINGING,RNG,20645
PAID,CM GIVEN 4 EMI BY CASH,20725
RINGING,RNG,20733
RINGING,CM MOB NO RINGING,14668
RINGING,CM MOB NO RINGING,3980
PAID,ASSIGNED TO AGENCY NATRAJ MOTOR,21396
PROMISE_TO_PAY,GIVEN TO REPO,5544
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,29079
PAID,CM HAS MADE THE PYMT OF RS 2911 THROUGH AGENCY ON 23/10,4142
RINGING,RINGING.,3995
RINGING,RNG,28376
RINGING,RNG,6451
FOLLOW_UP,REASSIGNED BY HARDIK KADAKIA,8093
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 22/12,17550
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,14861
RINGING,"RNG FOR AMIR SHAIKH	XXX-XXX-XXXX, XXX-XXX-XXXX ZARRAR HE NO ANSWER AND AMIR SHAIKH	XXX-XXX-XXXX - GIVEN CONTACT NO. 	XXX-XXX-XXXX",27442
PAID,PAID,4562
FOLLOW_UP,REASSIGNED BY HARDIK KADAKIA,7534
CASH_PICK_UP,PIC-UP,15912
PROMISE_TO_PAY,WILL PAY ON 5TH,28019
PROMISE_TO_PAY,PTP 27/11 AT RESY ADD.,10983
PAID,PAID,12950
PROMISE_TO_PAY,CM SAID TOMMORROW HE REALISED EMI,28096
PAID,CM HAS MADE THE PYMT OF RS  2226 THROUGH CHQ ON 22/01,25866
PAID,CM GIVEN 1 EMI BY CASH,12896
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI .,26196
PAID,PAYMENT LINK SENDED,23578
NOT_CONTACTABLE,NO RINGING.,6264
PROMISE_TO_PAY,PTP 13TH NOV 2018.,6826
PAID,CM GIVEN 1 EMI BY CASH .,27201
RINGING,RNG,27456
NOT_CONTACTABLE,SWT,11384
PAID,CM GIVEN 1 EMI BY CASH,24746
PROMISE_TO_PAY,PTP 16/1 BY ONLINE.,23830
PAID,CM HAS MADE THE PYMT OF RS 1822 THROUGH AGENCY ON 23/01,25899
RINGING,RNG.,17655
CASH_PICK_UP,PIC-UP 19/12,16801
PAID,"3-NOV-18	CARDLESS DEPOSIT/2544/XXX-XXX-XXXX40276	KJMC",9652
FOLLOW_UP,CM SAID HE HAS MADE THE PYMT IN MILIND KADAM 'S ACCOUNT . HE WILL PROVIDE DETAILS ON MONDAY 19/111,8959
PROMISE_TO_PAY,WILL PAY ON 19TH,15966
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,11593
CASH_PICK_UP,REASSIGNED BY HARDIK KADAKIA,4605
RINGING,CM NOT RECEING CALL,29860
PROMISE_TO_PAY,PTP 28/1 BY ONLINE.,26878
RINGING,RNG,29169
PAID,CM GIVEN 1 EMI BY CASH,8632
RINGING,RNG.,16786
PROMISE_TO_PAY,CUSTOMER SAID HE WILL PAY TODAY BY ONLINE PAYMENT MODE,16177
PAID,CM HAS MADE THE PYMT OF RS 2517 THROUGH AGENCY ON 31/10,5959
PROMISE_TO_PAY,PTP 26/11 BY ONLINE.,11185
NOT_CONTACTABLE,MOBILE NO IS NOT IN SERVICE,3595
RINGING,RNG.,23969
RINGING,RNG,21013
NOT_CONTACTABLE,NC,27083
PAID,PAID,18185
PAID,CASH PAID ON 22-12-18,18236
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,11133
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,27003
PAID,CM HAS MADE THE PYMT OF RS 1570 THROUGH ONLINE ON 28/11,11820
CASH_PICK_UP,PIC-UP,9146
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8177
RINGING,CM MOB NO RINGING,25388
PAID,PAID,19621
PROMISE_TO_PAY,PTP 28/12 BY ONLINE. CM'S  SALARY ISSUE.,13090
RINGING,RNG,26217
PAID,CM HAS MADE THE PYMT OF RS 5588 THROUGH AGENCY ON 3/12,12605
FOLLOW_UP,CM SAID CALL BACK AFTER SOME TIME,8552
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,11302
PAID,CM PAY ONLINE,6086
PAID,CM PAY BY ONLINE,26545
NOT_CONTACTABLE,NO RINGING.,15699
NOT_CONTACTABLE,NC,22636
PAID,CM HAS MADE THE PYMT OF RS 1840 THROUGH ONLINE ON 7/11 (MMT/IMPS/XXX-XXX-XXXX40/XXX-XXX-XXXX0836/REMNAME  ),14819
PAID,PAID,15464
FOLLOW_UP,CALL BACK,28774
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,7540
RINGING,RNG,19786
CASH_PICK_UP,PIC-UP 25/1,26310
PROMISE_TO_PAY,PTP ON 10-01-19,21678
PROMISE_TO_PAY,PTP 29/1 IN BANK DEPOSIT,27186
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,12019
NOT_CONTACTABLE,CM NUMBER SWITCH OFF,29891
PAID,CM GIVEN 1 EMI BY CASH,13694
NOT_CONTACTABLE,SWITCH OFF.,7311
PROMISE_TO_PAY,PTP ON 03-11-12-18 BY CASH,6229
PROMISE_TO_PAY,WILL PAY ON 30TH,9665
CASH_PICK_UP,PIC-UP,11896
NOT_CONTACTABLE,SWT,12124
PAID,CM GIVEN 1 EMI BY CHEQUE,24756
CASH_PICK_UP,PIC-UP,22150
RINGING,RINGING.,20683
RINGING,RNG,23919
NOT_CONTACTABLE,MOBILE NO IS SWITCH OFF,3565
RINGING,"XXX-XXX-XXXX		CONTINUE RINGING NEW NO.",13526
RINGING,CM MOB NO RINGING,27476
CASH_PICK_UP,PIC-UP,10626
CASH_PICK_UP,"CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI /SHOP NO 4 KASHIMIRI MIRA ROAD THANE, THANE, MAHARASHTRA, 401105",26007
PAID,PAID,2019
RINGING,RNG.,16782
PAID,PAID,12046
RINGING,RNG,16419
PAID,CM GIVEN 1 EMI BY CASH,6591
RINGING,RNG,27526
NOT_CONTACTABLE,CM MOB NO IS NOT REACHABLE,23667
NOT_CONTACTABLE,SWITCH OFF.,12049
CASH_PICK_UP,PIC-UP,8857
RINGING,"RNG 	XXX-XXX-XXXX",29173
RINGING,RNG,21381
PAID,PAID,2022
PROMISE_TO_PAY,PTP 16/11 AT RESY ADD.,8771
FOLLOW_UP,CM HAS GIVEN AMT TO MILIND HE WILL PROVIDE DETAILS BY 29/11,12004
RINGING,RNG,29414
RINGING,RNG,23232
RINGING,RINGING,19986
PROMISE_TO_PAY,PTP 10/6 AT RESY ADD.,6683
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 23/01,25565
NOT_CONTACTABLE,CM MOB NO IS NOT RICHABLE,4035
RINGING,RNG,28313
NOT_CONTACTABLE,WRONG NO.,17355
CASH_PICK_UP,PIC-UP,21016
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,9786
NOT_CONTACTABLE,SWITCH OFF.,16224
NOT_CONTACTABLE,CUSTOMER NO IS OUT OF SERVICE,12511
RINGING,RNG,5880
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT ON 1-JAN,18542
PAID,CM HAS MADE THE PYMT OF RS 4500 THROUGH ONLINE ON 14/12,15692
PAID,PAID,25833
CASH_PICK_UP,PROMISE TO PAY BY CASH ON 23 DEC 2018,17902
PAID,"7264	1/17/2019	BY CASH  - VADODARA MAIN BRANCH	ESCROW",24720
PAID,CM HAS MADE THE PYMT OF RS 1835 THROUGH AGENCY ON 05/02,28837
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 29/10,5408
PAID,PAID CASH,3540
PAID,PAID,8542
FOLLOW_UP,CALL BACK,4598
RINGING,RNG,20083
PAID,CASH PAID ON 18-12-18,16769
PROMISE_TO_PAY,PTP,12822
RINGING,RNG,28798
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,4388
RINGING,RNG.,10938
PAID,PAID,2544
PAID,PAID,4996
CASH_PICK_UP,ARRANGE EXECUTIVE AT 401 SAINATH BUILDING SAMTA COLONY NEAR NAYDU COLONY OPP POLICE QUATERS GHATKOPAR EAST ON 25/10,4749
PROMISE_TO_PAY,CUSTOMER PAY TO 2 EMI 7/2/2019..,29334
PAID,PAID,18477
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI TODAY /SUPREME INDUSTRIAL STATE MOGRA VILLAGE OPP RELIANCE OFFICE ANDHERI EAST SUBWAY ROAD,13994
PROMISE_TO_PAY,PTP 13TH AT POWAI,7161
PAID,CM GIVEN 1 EMI,4567
RINGING,RNG,17876
RINGING,RINGING.,22692
FOLLOW_UP,CM SAID HE REALISED PAYMENT SLIP SEND ON WHATS APP TOMOROW,29650
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,21764
RINGING,NOT RECEIVED CALL,7935
CASH_PICK_UP,PIC-UP ON 19/1,24804
RINGING,CM MOB NO RINGING,24403
RINGING,RNG.,4239
NOT_CONTACTABLE,THIS NO IS NOT IS SERVICE.,8603
RINGING,RNG,26024
RINGING,RINGING,25072
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,18499
RINGING,RINGING,14931
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,23258
RINGING,RNG,29861
FOLLOW_UP,CM SAID CALL BACK,27801
RINGING,CM MOB NO RINGING,21014
RINGING,RNG,28341
PAID,PAID BY CASH,3670
RINGING,RNG.,11313
FOLLOW_UP,CM WANT FORECLOSURE 13/12,15054
RINGING,RNG.,17223
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8088
PAID,CM PAY BY NEFT,11440
RINGING,RNG,11762
PAID,CM HAS MADE THE PYMT OF RS 2420 THROUGH AGENCY ON 26/12,18565
PROMISE_TO_PAY,PTP 18/1 BY ONLINE.,24513
NOT_CONTACTABLE,SWITCH OFF.,25101
PAID,CM GIVEN 1 EMI BY CASH,22493
PAID,CM GIVEN 1 EMI BY CASH,22631
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT ON THURSDAY,18699
PROMISE_TO_PAY,PTP 1 /12 AT MANKHURD,11043
CASH_PICK_UP,PIC-UP,21068
NOT_CONTACTABLE,OUT OF SERVICE.,11183
RINGING,RNG.,13604
PROMISE_TO_PAY,CM SAID I WILL PAY PAYMENT BY CASH TO MR. KANAN,3452
PROMISE_TO_PAY,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,23028
PROMISE_TO_PAY,PTP 24/10  AT RESY ADD.,3960
FOLLOW_UP,UNASSIGNED AGENCY,11317
FOLLOW_UP,CM WILL CONFIRM BY 7/01..CBK AT 10 AM.,20844
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,21873
RINGING,RNG,21033
FOLLOW_UP,SACHIN JADHAV SAYS CALLED BACK.,5091
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,14706
PAID,CM HAS MADE THE PYMT OF RS 2998 THROUGH AGENCY ON 3/12,12604
RINGING,REASSIGNED BY HARDIK KADAKIA,8059
FOLLOW_UP,CALL BACK TO NEXT WEEK CM IS OUT OF MUMBAI,9798
PAID,PAID,4834
RINGING,RNG,17241
PROMISE_TO_PAY,PTP 18/11 BY ONLINE.,9297
NOT_CONTACTABLE,NOT IN SERVICE.,18252
PROMISE_TO_PAY,CM SAID SEND EXECUTIVE TOM,3876
RINGING,RNG,8952
RINGING,RNG,21478
PAID,PAID,21133
RINGING,REASSIGNED BY HARDIK KADAKIA,3096
PAID,PAID,6147
PROMISE_TO_PAY,PTP 14/11 BY ONLINE.,8599
PROMISE_TO_PAY,PTP 28/11,11677
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,22720
RINGING,RNG,12800
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,26518
RINGING,RINGING,14919
PROMISE_TO_PAY,PTP 5/1 IN BANK,20615
NOT_CONTACTABLE,XXX-XXX-XXXX NC,21626
RINGING,RINGING.,23842
RINGING,CM MOB NO RINGING,25864
PROMISE_TO_PAY,PTP 1/1/2018,19686
RINGING,CM MOB NO RINGING,14566
RINGING,RNG.,13183
PROMISE_TO_PAY,PROMISE TO PAY  BY CASH ON 21 NOV 2018,9695
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 21 DEC 2018,17348
NOT_WILLING_TO_PAY,ROHIT SAID I HAVE NO VEHICLE . YOU TACK THE NEXT ACTION,20459
PROMISE_TO_PAY,CM WILL MAKE PYMT BY ONLINE ON 13/11,7048
CASH_PICK_UP,CL & PICKUP,7066
PROMISE_TO_PAY,PTP 29/12 IN DIRECTLY OFFICE.,18893
NOT_CONTACTABLE,CM MOB NO IS NOT REACHABLE,10822
PAID,PAID,22094
PAID,CM HAS MADE THE PYMT OF RS 2172 THROUGH ONLINE ON 16/11,9129
FOLLOW_UP,CM WILL CONFIRM BY 28/12,18089
PAID,REF NO.A107365,15767
PROMISE_TO_PAY,CUSTOMER WANT TO  FORECLOSE  THE ACCOUNT,6102
RINGING,RNG.,12617
NOT_CONTACTABLE,SWITCH OFF.,5848
NOT_CONTACTABLE,SWT,11946
NOT_CONTACTABLE,NC,17600
NOT_CONTACTABLE,XXX-XXX-XXXX  NC,24556
CASH_PICK_UP,ARRANGE EXECUTIVE T OFFICE ADD ON 9/01 (SEND ECS FORM),21395
RINGING,RNG,19674
PAID,PAID,28531
PAID,CM HAS MADE THE PYMT OF RS 3216 THROUGH AGENCY ON 29/10,5444
NOT_CONTACTABLE,OUT OFF SERVICE.,20074
RINGING,REASSIGNED BY HARDIK KADAKIA,3222
NOT_CONTACTABLE,SWT,11414
PAID,CASH DEPOSITED,15745
FOLLOW_UP,CM WILL COME TO OFFICE ON MONDAY 19/11,9144
NOT_CONTACTABLE,NC,20490
RINGING,RNG.,22436
NOT_CONTACTABLE,SWITCH OFF.,26989
NOT_CONTACTABLE,PIC-UP,12030
NOT_CONTACTABLE,NC,5568
RINGING,CM NOT RECEIVING CALL,29141
NOT_CONTACTABLE,CUSTOMER NO IS NOT VALID NO..,9090
FOLLOW_UP,RINGING,2461
RINGING,RNG,3700
CASH_PICK_UP,PIC UP 3/1 AT MARIN LINE,20138
PAID,CM GIVEN  1 EMI BY CASH,28294
RINGING,CM MOB NO RINGING,21017
RINGING,RNG,26319
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,22429
PAID,CM HAS MADE THE PYMT OF RS 3300 THROUGH ONLINE ON 12/01 AND ALSO 30 RS HAS BEEN MADE THROUGH ONLINE ON 12/01,23423
PROMISE_TO_PAY,PROMISE TO PAY  ON 23 OCT 2018,4207
FOLLOW_UP,UNASSIGNED AGENCY,12015
NOT_CONTACTABLE,SWITCH OFF,15899
PAID,PAID,1387
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,25797
NOT_CONTACTABLE,WRONG NO.,10728
PROMISE_TO_PAY,WILL PAY ON 24TH,3974
CASH_PICK_UP,PIC-UP ON 22/1,25468
PAID,CM GIVEN 1 EMI BY CASH,11994
PAID,CM HAS MADE THE PYMT OF RS 3200 THROGH ONLINE ON 7/12,13695
NOT_CONTACTABLE,SWT,23931
FOLLOW_UP,CM SAID CALL BACK AFTER SOME TIME,14610
PAID,CM GIVEN 1 EMI BY CASH,20430
RINGING,RNG.,13606
FOLLOW_UP,CALL BACK CUSTOMER SAYING IN MY ACCOUNT BALANCE MAINTAINED / SENDING STATEMENT OF ACCOUNT ON 12-12-18,14523
RINGING,XXX-XXX-XXXX CM MOB NO RINGING,28056
NOT_CONTACTABLE,NC,17150
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,23932
FOLLOW_UP,ASSIGNED TO AGENCY AG ENTERPRISES,14700
PAID,NACH CLEAR,5096
PAID,PAID,5603
CASH_PICK_UP,PIC-UP,16134
RINGING,RNG.,15451
PAID,CM HAS MADE THE PYMT OF RS 5344 THROUGH AGENCY ON 9/01,21690
PAID,IMPS - XXX-XXX-XXXX03,5226
CASH_PICK_UP,ARRANGE EXECUTIVE AT HIS RESI ADD 26/11,11033
PROMISE_TO_PAY,PTP 7/1 BY ONLINE,21091
CASH_PICK_UP,ARRANGE EXECUTIVE AT SAHAD WEST NEAR STATION 27/10,5297
PAID,CM HAS MADE THE PYMT OF RS 6520 THROUGH CASH ON 11/12,14530
RINGING,RNG,24542
RINGING,RNG,2882
RINGING,RNG.,13768
PAID,CM GIVEN 1 EMI BY CASH,13031
PROMISE_TO_PAY,PROMISE TO PAY BY CASH,9914
PROMISE_TO_PAY,PTP 1/12 BY ONLINE,12309
RINGING,RINGING,5063
CASH_PICK_UP,PIC-UP ON 12/12,14439
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI .,23022
RINGING,RNG.,6437
CASH_PICK_UP,PICK UP AT 4PM,14461
PAID,ONLINE PAYMENT FOR ALL PENDING EMIS,7074
PROMISE_TO_PAY,WILL PAY ON 15TH,15691
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,14680
PAID,PAID,1711
PAID,PAID,2105
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,14878
PAID,PAID CASH,6537
NOT_CONTACTABLE,SWITCH OFF,23978
RINGING,RNG,26398
RINGING,RNG.,8935
RINGING,RNG,17364
PROMISE_TO_PAY,PTP GIVEN ON 28-12-18,19118
NOT_WILLING_TO_PAY,REASSIGNED BY HARDIK KADAKIA,15399
RINGING,RINGING,3461
PAID,PAID,25398
RINGING,CM NOT RECEIVED CALL VISIT,27911
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 16 NOV 2018,8956
PAID,PAID,2089
NOT_CONTACTABLE,NC,24056
PROMISE_TO_PAY,PROMISE TO PAY ON 25 OCT 2018,4552
PAID,PAID ON 26-12-18 BY ONLINE PAYMENT MODE,18907
PROMISE_TO_PAY,ASSIGNED TO AGENCY SHRUTI COLLECTION,4763
NOT_CONTACTABLE,SWITCH OFF.,5090
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT TOM,16337
PAID,PAID ON 09-01-19,22141
PAID,CM HAS MADE THE PYMT OF RS 2162 THROUGH AGENCY ON 14/12,15652
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,17475
NOT_CONTACTABLE,NC,12502
NOT_CONTACTABLE,UNASSIGNED AGENCY,5468
PAID,CM HAS MADE THE PYMT OF RS 3270 THROUGH AGENCY ON 11/01,22773
PAID,PAID,12377
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,19076
PROMISE_TO_PAY,PTP 30/1 BY ONLINE.,27058
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,3001
RINGING,RNG.,9509
NOT_CONTACTABLE,NC,11269
PAID,PAID,4280
NOT_WILLING_TO_PAY,REASSIGNED BY HARDIK KADAKIA,15409
PAID,CM HAS MADE THE PYMT OF RS 4110 TROUGH ONLINE ON 01/01/19,20069
FOLLOW_UP,CM SAYS WRONG NO.,3573
RINGING,RNG,8705
RINGING,RNG.,11195
NOT_CONTACTABLE,THIS NO IS INCORRECT NO,20170
PAID,CM GIVEN 1 EMI BY CASH .,6139
NOT_CONTACTABLE,CM MOB NO BUSY,16403
RINGING,NOT RECEIVED CALL,4529
RINGING,RINGING.,12648
RINGING,REASSIGNED BY HARDIK KADAKIA,11048
PAID,CM HAS MADE THE PYMT OF RS 3173 THROUGH AGENCY ON 24/12 (RECEIPT DATE IS 22/12),18074
PROMISE_TO_PAY,PTP 14/11 AT RESY ADD.,7911
PAID,SEND LINK,29061
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT,27547
RINGING,RNG.,27290
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,19096
NOT_CONTACTABLE,NC,19000
NOT_CONTACTABLE,CM MOB NO IS NOT REACHABLE,20518
CASH_PICK_UP,PIC -UP,11748
RINGING,RNG.,15789
PROMISE_TO_PAY,WILL PAY ON 25TH,25171
PROMISE_TO_PAY,PROMISE TO PAY BY CASH,9913
PAID,PAID,28522
CASH_PICK_UP,PIC-UP,27173
PAID,CM GIVEN 1 EMI,1283
RINGING,RNG,27251
RINGING,RNG,28564
RINGING,CM MOB NO RINGING,17733
NOT_CONTACTABLE,NC.,7089
PAID,CM GIVEN 1 EMI BY CASH,11795
PAID,CM HAS MADE THE PYMT OF RS 5170 BY ONLINE ON 1/11,6165
PROMISE_TO_PAY,CM MEET TO EXU FOR ECS FORM.,13151
PROMISE_TO_PAY,WILL PAY ON 24TH,2618
PAID,CM GIVEN 1 EMI BY CASH,12264
PROMISE_TO_PAY,TODAY ONLINE.,3466
PAID,CM GIVEN 1  EMI BY CASH,26053
PROMISE_TO_PAY,ARRANGE EXECUTIVE AT HIS RESI ADD ON 24/10,4125
RINGING,RNG.,15697
PROMISE_TO_PAY,WILL PAY ON 22,17638
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,14860
RINGING,RNG.,6949
NOT_CONTACTABLE,NC,23185
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8644
RINGING,RNG,18715
RINGING,CM MOB NO RINGING,27435
RINGING,RNG.,16587
NOT_CONTACTABLE,CUSTOMER MOB NO DOES NOT EXIT,14936
RINGING,RINGING.,24696
PROMISE_TO_PAY,CM SAID HE MADE THE PAYMENT,2949
CASH_PICK_UP,ARRANGE EXECUTIVE AT KALYAN STATION ON 29/12,18901
PAID,PAID ON 05-02-19 BY CASH PAYMENT MODE,28987
PAID,CM HAS MADE THE PYMT OF RS 2221 THOUGH AGENCY ON 16-10,3207
RINGING,RNG,27902
NOT_CONTACTABLE,NC,17787
RINGING,RNG,26631
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,14166
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE MEI,24788
PROMISE_TO_PAY,PTP 2/1,20018
NOT_WILLING_TO_PAY,CM IS NOT READY TO PAY  DUE TO PAPER ISSUE..,21404
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,3154
NOT_CONTACTABLE,NOT IN SERVICE.,6203
NOT_CONTACTABLE,CM MOB NO SWITCH OFF,20548
NOT_CONTACTABLE,XXX-XXX-XXXX ROHAN (SON) NC,12064
PAID,AMT WAS DEDUCTED THROUGH NACH ON 9/11,7036
RINGING,RINGING.,23734
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLL THE EMI BY CASH,9663
FOLLOW_UP,CM SAID HE HAS MADE THE ALL PYMT..SO HE WILL PROVIDE DETAILS BY 6/12,13175
